bs_id,bs_technology,bs_fc,bs_operator,bs_lat,bs_long,bs_power
bs_mno_1_gsm_5167,gsm,1800,mno_1,53.521,-6.2076,37
bs_mno_1_gsm_5186,gsm,1800,mno_1,53.504,-6.1883,37
bs_mno_1_gsm_5199,gsm,1800,mno_1,53.529,-6.1745,37
bs_mno_1_gsm_5210,gsm,1800,mno_1,53.441,-6.1558,37
bs_mno_1_gsm_5218,gsm,1800,mno_1,53.451,-6.1511,37
bs_mno_1_gsm_5211,gsm,1800,mno_1,53.429,-6.1552,37
bs_mno_1_gsm_5198,gsm,1800,mno_1,53.388,-6.1761,37
bs_mno_1_gsm_5194,gsm,1800,mno_1,53.379,-6.1772,37
bs_mno_1_gsm_5224,gsm,1800,mno_1,53.535,-6.1477,37
bs_mno_1_gsm_5220,gsm,1800,mno_1,53.485,-6.1501,37
bs_mno_1_gsm_5217,gsm,1800,mno_1,53.403,-6.1511,37
bs_mno_1_gsm_5221,gsm,1800,mno_1,53.417,-6.15,37
bs_mno_1_gsm_5204,gsm,1800,mno_1,53.388,-6.166,37
bs_mno_1_gsm_5206,gsm,1800,mno_1,53.395,-6.1617,37
bs_mno_1_gsm_5219,gsm,1800,mno_1,53.399,-6.1505,37
bs_mno_1_gsm_5228,gsm,1800,mno_1,53.394,-6.1457,37
bs_mno_1_gsm_5215,gsm,1800,mno_1,53.392,-6.1539,33
bs_mno_1_gsm_5201,gsm,1800,mno_1,52.788,-6.1728,37
bs_mno_1_gsm_5225,gsm,1800,mno_1,52.799,-6.1476,33
bs_mno_1_gsm_5249,gsm,1800,mno_1,53.392,-6.118,37
bs_mno_1_gsm_5240,gsm,1800,mno_1,53.444,-6.1285,37
bs_mno_1_gsm_5243,gsm,1800,mno_1,53.429,-6.1248,37
bs_mno_1_gsm_5253,gsm,1800,mno_1,53.389,-6.1088,37
bs_mno_1_gsm_5248,gsm,1800,mno_1,53.574,-6.1192,37
bs_mno_1_gsm_5252,gsm,1800,mno_1,53.529,-6.1093,37
bs_mno_1_gsm_5263,gsm,1800,mno_1,53.375,-6.0866,37
bs_mno_1_gsm_5265,gsm,1800,mno_1,53.39,-6.07,37
bs_mno_1_gsm_5268,gsm,1800,mno_1,53.387,-6.0678,37
bs_mno_1_gsm_5267,gsm,1800,mno_1,53.371,-6.0688,37
bs_mno_2_3g_0,3g,2000,mno_2,51.868,-10.334,40
bs_mno_2_3g_4,3g,2000,mno_2,51.831,-10.173,40
bs_mno_2_3g_3,3g,2000,mno_2,51.96,-10.232,40
bs_mno_2_3g_1,3g,2000,mno_2,52.122,-10.309,40
bs_mno_2_3g_2,3g,2000,mno_2,52.136,-10.267,40
bs_mno_2_3g_5,3g,2000,mno_2,52.132,-10.151,40
bs_mno_2_3g_10,3g,2000,mno_2,53.692,-9.8341,40
bs_mno_2_3g_100,3g,2000,mno_2,53.284,-9.0358,37
bs_mno_2_3g_54,3g,2000,mno_2,53.249,-9.1998,40
bs_mno_2_3g_55,3g,2000,mno_2,53.338,-9.1793,40
bs_mno_2_3g_56,3g,2000,mno_2,53.282,-9.1648,37
bs_mno_2_3g_59,3g,2000,mno_2,53.251,-9.1519,40
bs_mno_2_3g_63,3g,2000,mno_2,53.27,-9.1284,37
bs_mno_2_3g_64,3g,2000,mno_2,53.305,-9.1284,40
bs_mno_2_3g_66,3g,2000,mno_2,53.291,-9.1109,40
bs_mno_2_3g_67,3g,2000,mno_2,53.269,-9.1081,37
bs_mno_2_3g_70,3g,2000,mno_2,53.259,-9.1012,37
bs_mno_2_3g_71,3g,2000,mno_2,53.272,-9.0988,37
bs_mno_2_3g_75,3g,2000,mno_2,53.267,-9.0812,37
bs_mno_2_3g_76,3g,2000,mno_2,53.274,-9.0783,37
bs_mno_2_3g_77,3g,2000,mno_2,53.259,-9.0781,37
bs_mno_2_3g_78,3g,2000,mno_2,53.276,-9.0758,37
bs_mno_2_3g_79,3g,2000,mno_2,53.289,-9.0741,37
bs_mno_2_3g_80,3g,2000,mno_2,53.264,-9.0724,37
bs_mno_2_3g_82,3g,2000,mno_2,53.267,-9.0673,37
bs_mno_2_3g_83,3g,2000,mno_2,53.272,-9.0632,37
bs_mno_2_3g_84,3g,2000,mno_2,53.276,-9.0626,37
bs_mno_2_3g_86,3g,2000,mno_2,53.27,-9.0594,33
bs_mno_2_3g_87,3g,2000,mno_2,53.284,-9.0566,37
bs_mno_2_3g_94,3g,2000,mno_2,53.28,-9.0502,37
bs_mno_2_3g_97,3g,2000,mno_2,53.288,-9.0467,37
bs_mno_2_3g_99,3g,2000,mno_2,53.298,-9.0393,37
bs_mno_2_3g_101,3g,2000,mno_2,53.3,-9.032,37
bs_mno_2_3g_102,3g,2000,mno_2,53.31,-9.0251,37
bs_mno_2_3g_103,3g,2000,mno_2,53.288,-9.0215,37
bs_mno_2_3g_104,3g,2000,mno_2,53.28,-9.0206,37
bs_mno_2_3g_106,3g,2000,mno_2,53.29,-9.0137,37
bs_mno_2_3g_107,3g,2000,mno_2,53.286,-9.012,37
bs_mno_2_3g_89,3g,2000,mno_2,53.271,-9.0538,33
bs_mno_2_3g_90,3g,2000,mno_2,53.272,-9.0532,33
bs_mno_2_3g_91,3g,2000,mno_2,53.273,-9.0517,33
bs_mno_2_3g_92,3g,2000,mno_2,53.276,-9.0516,33
bs_mno_2_3g_93,3g,2000,mno_2,53.274,-9.0504,33
bs_mno_2_3g_95,3g,2000,mno_2,53.276,-9.0493,33
bs_mno_2_3g_96,3g,2000,mno_2,53.273,-9.0488,33
bs_mno_2_3g_98,3g,2000,mno_2,53.272,-9.0444,33
bs_mno_2_3g_110,3g,2000,mno_2,53.293,-8.9911,37
bs_mno_2_3g_111,3g,2000,mno_2,53.304,-8.9891,37
bs_mno_2_3g_114,3g,2000,mno_2,53.317,-8.9824,40
bs_mno_2_3g_117,3g,2000,mno_2,53.279,-8.9781,37
bs_mno_2_3g_125,3g,2000,mno_2,53.304,-8.9411,40
bs_mno_2_3g_128,3g,2000,mno_2,53.279,-8.9339,40
bs_mno_2_3g_130,3g,2000,mno_2,53.273,-8.9289,40
bs_mno_2_3g_136,3g,2000,mno_2,53.26,-8.9156,40
bs_mno_2_3g_69,3g,2000,mno_2,53.151,-9.1031,40
bs_mno_2_3g_123,3g,2000,mno_2,53.343,-8.9434,40
bs_mno_2_3g_124,3g,2000,mno_2,53.328,-8.9425,40
bs_mno_2_3g_126,3g,2000,mno_2,53.334,-8.9374,40
bs_mno_2_3g_132,3g,2000,mno_2,53.361,-8.9239,40
bs_mno_2_3g_141,3g,2000,mno_2,53.314,-8.8779,40
bs_mno_2_3g_146,3g,2000,mno_2,53.256,-8.8676,40
bs_mno_2_3g_147,3g,2000,mno_2,53.2,-8.8675,40
bs_mno_2_3g_108,3g,2000,mno_2,53.407,-9.0115,40
bs_mno_2_3g_137,3g,2000,mno_2,53.423,-8.9148,40
bs_mno_2_3g_73,3g,2000,mno_2,53.448,-9.0853,40
bs_mno_2_3g_1000,3g,2000,mno_2,53.343,-6.2803,33
bs_mno_2_3g_1002,3g,2000,mno_2,53.35,-6.2795,33
bs_mno_2_3g_1006,3g,2000,mno_2,53.345,-6.2768,33
bs_mno_2_3g_1009,3g,2000,mno_2,53.341,-6.275,33
bs_mno_2_3g_1012,3g,2000,mno_2,53.347,-6.2733,33
bs_mno_2_3g_1014,3g,2000,mno_2,53.336,-6.2731,33
bs_mno_2_3g_1021,3g,2000,mno_2,53.343,-6.2697,33
bs_mno_2_3g_989,3g,2000,mno_2,53.339,-6.2865,33
bs_mno_2_3g_979,3g,2000,mno_2,53.333,-6.2911,33
bs_mno_2_3g_985,3g,2000,mno_2,53.344,-6.2878,33
bs_mno_2_3g_990,3g,2000,mno_2,53.336,-6.2864,33
bs_mno_2_3g_968,3g,2000,mno_2,53.336,-6.2982,37
bs_mno_2_3g_973,3g,2000,mno_2,53.345,-6.2959,33
bs_mno_2_3g_982,3g,2000,mno_2,53.348,-6.2888,33
bs_mno_2_3g_1028,3g,2000,mno_2,53.346,-6.2673,33
bs_mno_2_3g_1030,3g,2000,mno_2,53.338,-6.2664,33
bs_mno_2_3g_1024,3g,2000,mno_2,53.349,-6.2687,33
bs_mno_2_3g_1039,3g,2000,mno_2,53.34,-6.2645,33
bs_mno_2_3g_1003,3g,2000,mno_2,53.324,-6.2791,37
bs_mno_2_3g_1025,3g,2000,mno_2,53.332,-6.2683,33
bs_mno_2_3g_1036,3g,2000,mno_2,53.336,-6.2655,33
bs_mno_2_3g_1042,3g,2000,mno_2,53.342,-6.2637,33
bs_mno_2_3g_991,3g,2000,mno_2,53.354,-6.2864,37
bs_mno_2_3g_1013,3g,2000,mno_2,53.356,-6.2733,37
bs_mno_2_3g_1022,3g,2000,mno_2,53.351,-6.2693,33
bs_mno_2_3g_1037,3g,2000,mno_2,53.348,-6.2649,33
bs_mno_2_3g_967,3g,2000,mno_2,53.333,-6.2982,37
bs_mno_2_3g_1045,3g,2000,mno_2,53.343,-6.2623,33
bs_mno_2_3g_987,3g,2000,mno_2,53.358,-6.2869,37
bs_mno_2_3g_1029,3g,2000,mno_2,53.355,-6.2673,33
bs_mno_2_3g_1001,3g,2000,mno_2,52.517,-6.2795,40
bs_mno_2_3g_1005,3g,2000,mno_2,52.652,-6.2769,40
bs_mno_2_3g_978,3g,2000,mno_2,52.678,-6.2912,40
bs_mno_2_3g_1077,3g,2000,mno_2,52.7,-6.2519,40
bs_mno_2_3g_1125,3g,2000,mno_2,52.645,-6.2347,40
bs_mno_2_3g_912,3g,2000,mno_2,52.444,-6.3514,40
bs_mno_2_3g_1040,3g,2000,mno_2,53.35,-6.2644,33
bs_mno_2_3g_1008,3g,2000,mno_2,53.36,-6.2758,33
bs_mno_2_3g_1016,3g,2000,mno_2,53.362,-6.2727,33
bs_mno_2_3g_995,3g,2000,mno_2,53.361,-6.2853,33
bs_mno_2_3g_1019,3g,2000,mno_2,53.364,-6.2711,33
bs_mno_2_3g_1034,3g,2000,mno_2,53.361,-6.2657,33
bs_mno_2_3g_965,3g,2000,mno_2,53.353,-6.2994,37
bs_mno_2_3g_1004,3g,2000,mno_2,53.318,-6.2781,37
bs_mno_2_3g_1010,3g,2000,mno_2,53.312,-6.2743,37
bs_mno_2_3g_981,3g,2000,mno_2,53.319,-6.2892,37
bs_mno_2_3g_988,3g,2000,mno_2,53.309,-6.2867,37
bs_mno_2_3g_999,3g,2000,mno_2,53.313,-6.2829,33
bs_mno_2_3g_1033,3g,2000,mno_2,53.321,-6.2657,37
bs_mno_2_3g_1035,3g,2000,mno_2,53.319,-6.2655,37
bs_mno_2_3g_975,3g,2000,mno_2,53.324,-6.2949,37
bs_mno_2_3g_1023,3g,2000,mno_2,53.308,-6.269,33
bs_mno_2_3g_1038,3g,2000,mno_2,53.326,-6.2648,33
bs_mno_2_3g_1049,3g,2000,mno_2,53.332,-6.2608,33
bs_mno_2_3g_1027,3g,2000,mno_2,53.304,-6.2678,33
bs_mno_2_3g_1031,3g,2000,mno_2,53.291,-6.2659,37
bs_mno_2_3g_960,3g,2000,mno_2,53.298,-6.3018,37
bs_mno_2_3g_961,3g,2000,mno_2,53.317,-6.3015,37
bs_mno_2_3g_963,3g,2000,mno_2,53.311,-6.3012,37
bs_mno_2_3g_971,3g,2000,mno_2,53.29,-6.2975,37
bs_mno_2_3g_986,3g,2000,mno_2,53.28,-6.2875,37
bs_mno_2_3g_996,3g,2000,mno_2,53.298,-6.2848,37
bs_mno_2_3g_997,3g,2000,mno_2,53.284,-6.2837,37
bs_mno_2_3g_1018,3g,2000,mno_2,53.28,-6.2711,37
bs_mno_2_3g_1062,3g,2000,mno_2,53.295,-6.2577,37
bs_mno_2_3g_1079,3g,2000,mno_2,53.315,-6.2515,37
bs_mno_2_3g_964,3g,2000,mno_2,53.28,-6.2999,37
bs_mno_2_3g_941,3g,2000,mno_2,53.299,-6.3206,37
bs_mno_2_3g_945,3g,2000,mno_2,53.316,-6.3167,37
bs_mno_2_3g_952,3g,2000,mno_2,53.32,-6.3136,37
bs_mno_2_3g_953,3g,2000,mno_2,53.308,-6.3129,37
bs_mno_2_3g_1102,3g,2000,mno_2,53.297,-6.2433,37
bs_mno_2_3g_1011,3g,2000,mno_2,53.268,-6.2742,37
bs_mno_2_3g_946,3g,2000,mno_2,53.283,-6.3161,37
bs_mno_2_3g_947,3g,2000,mno_2,53.324,-6.3156,33
bs_mno_2_3g_1106,3g,2000,mno_2,53.289,-6.2424,37
bs_mno_2_3g_1074,3g,2000,mno_2,53.275,-6.253,37
bs_mno_2_3g_1085,3g,2000,mno_2,53.276,-6.2479,37
bs_mno_2_3g_1108,3g,2000,mno_2,53.303,-6.2422,33
bs_mno_2_3g_1115,3g,2000,mno_2,53.324,-6.2395,37
bs_mno_2_3g_1116,3g,2000,mno_2,53.285,-6.2393,37
bs_mno_2_3g_1117,3g,2000,mno_2,53.286,-6.2391,37
bs_mno_2_3g_1126,3g,2000,mno_2,53.314,-6.2345,37
bs_mno_2_3g_1129,3g,2000,mno_2,53.312,-6.2334,37
bs_mno_2_3g_1130,3g,2000,mno_2,53.305,-6.2331,37
bs_mno_2_3g_829,3g,2000,mno_2,52.786,-6.4174,40
bs_mno_2_3g_984,3g,2000,mno_2,52.776,-6.2881,37
bs_mno_2_3g_930,3g,2000,mno_2,52.852,-6.3355,40
bs_mno_2_3g_1154,3g,2000,mno_2,52.816,-6.2224,37
bs_mno_2_3g_1090,3g,2000,mno_2,52.868,-6.2461,40
bs_mno_2_3g_1226,3g,2000,mno_2,52.788,-6.173,37
bs_mno_2_3g_1235,3g,2000,mno_2,52.793,-6.1596,37
bs_mno_2_3g_1240,3g,2000,mno_2,52.799,-6.1555,37
bs_mno_2_3g_1255,3g,2000,mno_2,52.815,-6.1453,37
bs_mno_2_3g_1048,3g,2000,mno_2,53.338,-6.2612,33
bs_mno_2_3g_1051,3g,2000,mno_2,53.341,-6.2604,33
bs_mno_2_3g_1053,3g,2000,mno_2,53.341,-6.2599,33
bs_mno_2_3g_1052,3g,2000,mno_2,53.35,-6.2603,33
bs_mno_2_3g_1007,3g,2000,mno_2,53.382,-6.2761,37
bs_mno_2_3g_992,3g,2000,mno_2,53.391,-6.2862,37
bs_mno_2_3g_1032,3g,2000,mno_2,53.382,-6.2658,37
bs_mno_2_3g_1015,3g,2000,mno_2,53.404,-6.2731,37
bs_mno_2_3g_1043,3g,2000,mno_2,53.389,-6.2628,37
bs_mno_2_3g_1064,3g,2000,mno_2,53.387,-6.2569,37
bs_mno_2_3g_976,3g,2000,mno_2,53.382,-6.2921,37
bs_mno_2_3g_977,3g,2000,mno_2,53.398,-6.2921,37
bs_mno_2_3g_994,3g,2000,mno_2,53.373,-6.2855,37
bs_mno_2_3g_1026,3g,2000,mno_2,53.369,-6.2679,33
bs_mno_2_3g_948,3g,2000,mno_2,53.397,-6.3155,37
bs_mno_2_3g_951,3g,2000,mno_2,53.403,-6.314,37
bs_mno_2_3g_956,3g,2000,mno_2,53.384,-6.3106,37
bs_mno_2_3g_972,3g,2000,mno_2,53.395,-6.2973,37
bs_mno_2_3g_974,3g,2000,mno_2,53.408,-6.2956,37
bs_mno_2_3g_1041,3g,2000,mno_2,53.416,-6.2641,37
bs_mno_2_3g_1044,3g,2000,mno_2,53.4,-6.2625,37
bs_mno_2_3g_1088,3g,2000,mno_2,53.393,-6.2465,37
bs_mno_2_3g_1096,3g,2000,mno_2,53.405,-6.2452,37
bs_mno_2_3g_1118,3g,2000,mno_2,53.415,-6.239,37
bs_mno_2_3g_1123,3g,2000,mno_2,53.404,-6.2368,37
bs_mno_2_3g_980,3g,2000,mno_2,53.363,-6.2894,33
bs_mno_2_3g_983,3g,2000,mno_2,53.366,-6.2887,33
bs_mno_2_3g_1046,3g,2000,mno_2,53.357,-6.2619,33
bs_mno_2_3g_1047,3g,2000,mno_2,53.359,-6.2614,33
bs_mno_2_3g_1050,3g,2000,mno_2,53.353,-6.2605,33
bs_mno_2_3g_1057,3g,2000,mno_2,53.346,-6.2592,33
bs_mno_2_3g_1063,3g,2000,mno_2,53.343,-6.2577,33
bs_mno_2_3g_1056,3g,2000,mno_2,53.348,-6.2596,33
bs_mno_2_3g_1082,3g,2000,mno_2,53.268,-6.2492,37
bs_mno_2_3g_1137,3g,2000,mno_2,53.293,-6.2295,37
bs_mno_2_3g_1138,3g,2000,mno_2,53.267,-6.2293,37
bs_mno_2_3g_1155,3g,2000,mno_2,53.289,-6.2218,37
bs_mno_2_3g_1158,3g,2000,mno_2,53.262,-6.2204,37
bs_mno_2_3g_1160,3g,2000,mno_2,53.276,-6.2193,33
bs_mno_2_3g_1163,3g,2000,mno_2,53.222,-6.2184,37
bs_mno_2_3g_1164,3g,2000,mno_2,53.281,-6.2184,37
bs_mno_2_3g_1170,3g,2000,mno_2,53.254,-6.214,37
bs_mno_2_3g_1176,3g,2000,mno_2,53.297,-6.2109,37
bs_mno_2_3g_1178,3g,2000,mno_2,53.277,-6.21,37
bs_mno_2_3g_1180,3g,2000,mno_2,53.273,-6.2085,37
bs_mno_2_3g_1181,3g,2000,mno_2,53.286,-6.2072,37
bs_mno_2_3g_1190,3g,2000,mno_2,53.295,-6.2022,37
bs_mno_2_3g_1195,3g,2000,mno_2,53.279,-6.1957,37
bs_mno_2_3g_1198,3g,2000,mno_2,53.256,-6.1945,37
bs_mno_2_3g_1203,3g,2000,mno_2,53.286,-6.1911,37
bs_mno_2_3g_1204,3g,2000,mno_2,53.237,-6.1909,37
bs_mno_2_3g_1208,3g,2000,mno_2,53.28,-6.1857,37
bs_mno_2_3g_1210,3g,2000,mno_2,53.26,-6.1844,37
bs_mno_2_3g_1227,3g,2000,mno_2,53.249,-6.1724,37
bs_mno_2_3g_1228,3g,2000,mno_2,53.209,-6.169,37
bs_mno_2_3g_1232,3g,2000,mno_2,53.194,-6.1632,37
bs_mno_2_3g_926,3g,2000,mno_2,53.264,-6.3381,37
bs_mno_2_3g_962,3g,2000,mno_2,53.271,-6.3012,37
bs_mno_2_3g_1080,3g,2000,mno_2,53.324,-6.2511,33
bs_mno_2_3g_1133,3g,2000,mno_2,53.32,-6.2316,37
bs_mno_2_3g_1151,3g,2000,mno_2,53.315,-6.2225,37
bs_mno_2_3g_1172,3g,2000,mno_2,53.309,-6.2132,37
bs_mno_2_3g_1186,3g,2000,mno_2,53.304,-6.2049,37
bs_mno_2_3g_1189,3g,2000,mno_2,53.312,-6.2025,37
bs_mno_2_3g_1193,3g,2000,mno_2,53.288,-6.1994,33
bs_mno_2_3g_1196,3g,2000,mno_2,53.307,-6.1954,37
bs_mno_2_3g_1217,3g,2000,mno_2,53.302,-6.1804,37
bs_mno_2_3g_1218,3g,2000,mno_2,53.295,-6.1791,37
bs_mno_2_3g_1220,3g,2000,mno_2,53.288,-6.1769,37
bs_mno_2_3g_1224,3g,2000,mno_2,53.299,-6.1738,37
bs_mno_2_3g_1225,3g,2000,mno_2,53.292,-6.1733,37
bs_mno_2_3g_1230,3g,2000,mno_2,53.269,-6.1657,37
bs_mno_2_3g_1234,3g,2000,mno_2,53.279,-6.1606,37
bs_mno_2_3g_1237,3g,2000,mno_2,53.275,-6.1571,37
bs_mno_2_3g_1241,3g,2000,mno_2,53.287,-6.1546,37
bs_mno_2_3g_1244,3g,2000,mno_2,53.198,-6.1528,37
bs_mno_2_3g_1245,3g,2000,mno_2,53.24,-6.1518,37
bs_mno_2_3g_1249,3g,2000,mno_2,53.26,-6.1494,37
bs_mno_2_3g_1253,3g,2000,mno_2,53.219,-6.1462,37
bs_mno_2_3g_1257,3g,2000,mno_2,53.286,-6.1449,37
bs_mno_2_3g_1258,3g,2000,mno_2,53.269,-6.1422,37
bs_mno_2_3g_1259,3g,2000,mno_2,53.255,-6.1421,37
bs_mno_2_3g_1260,3g,2000,mno_2,53.245,-6.1394,37
bs_mno_2_3g_1266,3g,2000,mno_2,53.15,-6.1322,40
bs_mno_2_3g_1274,3g,2000,mno_2,53.231,-6.1238,37
bs_mno_2_3g_1270,3g,2000,mno_2,53.187,-6.1265,37
bs_mno_2_3g_904,3g,2000,mno_2,53.278,-6.3564,37
bs_mno_2_3g_911,3g,2000,mno_2,53.275,-6.352,37
bs_mno_2_3g_914,3g,2000,mno_2,53.287,-6.3501,37
bs_mno_2_3g_920,3g,2000,mno_2,53.275,-6.3436,37
bs_mno_2_3g_936,3g,2000,mno_2,53.29,-6.3302,37
bs_mno_2_3g_1247,3g,2000,mno_2,53.294,-6.1504,37
bs_mno_2_3g_1263,3g,2000,mno_2,53.279,-6.1363,37
bs_mno_2_3g_1269,3g,2000,mno_2,53.266,-6.1278,37
bs_mno_2_3g_1275,3g,2000,mno_2,53.253,-6.1233,37
bs_mno_2_3g_1282,3g,2000,mno_2,53.211,-6.1121,37
bs_mno_2_3g_1284,3g,2000,mno_2,53.197,-6.1114,37
bs_mno_2_3g_838,3g,2000,mno_2,53.282,-6.4106,37
bs_mno_2_3g_839,3g,2000,mno_2,53.285,-6.4072,37
bs_mno_2_3g_853,3g,2000,mno_2,53.278,-6.3976,37
bs_mno_2_3g_858,3g,2000,mno_2,53.268,-6.3931,37
bs_mno_2_3g_873,3g,2000,mno_2,53.283,-6.3833,37
bs_mno_2_3g_881,3g,2000,mno_2,53.293,-6.3774,37
bs_mno_2_3g_886,3g,2000,mno_2,53.284,-6.3748,37
bs_mno_2_3g_893,3g,2000,mno_2,53.292,-6.3664,37
bs_mno_2_3g_902,3g,2000,mno_2,53.296,-6.3582,37
bs_mno_2_3g_922,3g,2000,mno_2,53.3,-6.3423,37
bs_mno_2_3g_929,3g,2000,mno_2,53.307,-6.3363,37
bs_mno_2_3g_1283,3g,2000,mno_2,53.183,-6.1118,37
bs_mno_2_3g_1295,3g,2000,mno_2,53.172,-6.09,40
bs_mno_2_3g_1058,3g,2000,mno_2,53.346,-6.2586,33
bs_mno_2_3g_1060,3g,2000,mno_2,53.353,-6.258,33
bs_mno_2_3g_1068,3g,2000,mno_2,53.35,-6.2562,33
bs_mno_2_3g_1061,3g,2000,mno_2,53.363,-6.2579,33
bs_mno_2_3g_1066,3g,2000,mno_2,53.355,-6.2564,33
bs_mno_2_3g_1070,3g,2000,mno_2,53.358,-6.2543,33
bs_mno_2_3g_1059,3g,2000,mno_2,53.331,-6.2582,33
bs_mno_2_3g_1065,3g,2000,mno_2,53.335,-6.2566,33
bs_mno_2_3g_1054,3g,2000,mno_2,53.459,-6.2599,37
bs_mno_2_3g_1055,3g,2000,mno_2,53.559,-6.2598,40
bs_mno_2_3g_821,3g,2000,mno_2,53.454,-6.4292,40
bs_mno_2_3g_834,3g,2000,mno_2,53.526,-6.4127,37
bs_mno_2_3g_836,3g,2000,mno_2,53.414,-6.4109,37
bs_mno_2_3g_842,3g,2000,mno_2,53.512,-6.4042,37
bs_mno_2_3g_857,3g,2000,mno_2,53.435,-6.3933,37
bs_mno_2_3g_859,3g,2000,mno_2,53.394,-6.3928,37
bs_mno_2_3g_864,3g,2000,mno_2,53.393,-6.3893,37
bs_mno_2_3g_866,3g,2000,mno_2,53.392,-6.3886,37
bs_mno_2_3g_869,3g,2000,mno_2,53.41,-6.3874,37
bs_mno_2_3g_875,3g,2000,mno_2,53.39,-6.3798,37
bs_mno_2_3g_879,3g,2000,mno_2,53.42,-6.3795,37
bs_mno_2_3g_882,3g,2000,mno_2,53.559,-6.3769,37
bs_mno_2_3g_883,3g,2000,mno_2,53.512,-6.3759,37
bs_mno_2_3g_884,3g,2000,mno_2,53.386,-6.3751,37
bs_mno_2_3g_891,3g,2000,mno_2,53.406,-6.3702,37
bs_mno_2_3g_894,3g,2000,mno_2,53.412,-6.3664,37
bs_mno_2_3g_895,3g,2000,mno_2,53.469,-6.365,40
bs_mno_2_3g_903,3g,2000,mno_2,53.491,-6.3571,37
bs_mno_2_3g_907,3g,2000,mno_2,53.404,-6.3551,37
bs_mno_2_3g_913,3g,2000,mno_2,53.413,-6.3508,37
bs_mno_2_3g_916,3g,2000,mno_2,53.411,-6.3456,37
bs_mno_2_3g_917,3g,2000,mno_2,53.447,-6.3443,40
bs_mno_2_3g_919,3g,2000,mno_2,53.378,-6.3438,37
bs_mno_2_3g_924,3g,2000,mno_2,53.422,-6.3401,37
bs_mno_2_3g_925,3g,2000,mno_2,53.403,-6.3394,37
bs_mno_2_3g_928,3g,2000,mno_2,53.382,-6.3373,37
bs_mno_2_3g_934,3g,2000,mno_2,53.373,-6.3316,37
bs_mno_2_3g_935,3g,2000,mno_2,53.397,-6.331,37
bs_mno_2_3g_940,3g,2000,mno_2,53.424,-6.325,37
bs_mno_2_3g_993,3g,2000,mno_2,53.482,-6.2859,40
bs_mno_2_3g_998,3g,2000,mno_2,53.444,-6.2835,40
bs_mno_2_3g_1122,3g,2000,mno_2,53.467,-6.2373,37
bs_mno_2_3g_832,3g,2000,mno_2,53.408,-6.4151,37
bs_mno_2_3g_898,3g,2000,mno_2,53.373,-6.3627,37
bs_mno_2_3g_966,3g,2000,mno_2,53.373,-6.2994,37
bs_mno_2_3g_1100,3g,2000,mno_2,53.426,-6.2435,33
bs_mno_2_3g_1112,3g,2000,mno_2,53.382,-6.24,37
bs_mno_2_3g_1131,3g,2000,mno_2,53.386,-6.2321,37
bs_mno_2_3g_1146,3g,2000,mno_2,53.397,-6.2259,37
bs_mno_2_3g_1094,3g,2000,mno_2,53.378,-6.2456,37
bs_mno_2_3g_1017,3g,2000,mno_2,53.775,-6.2715,40
bs_mno_2_3g_1020,3g,2000,mno_2,53.698,-6.2701,37
bs_mno_2_3g_823,3g,2000,mno_2,53.66,-6.427,37
bs_mno_2_3g_845,3g,2000,mno_2,53.772,-6.4019,37
bs_mno_2_3g_850,3g,2000,mno_2,53.725,-6.4003,37
bs_mno_2_3g_874,3g,2000,mno_2,53.741,-6.3827,37
bs_mno_2_3g_885,3g,2000,mno_2,53.702,-6.375,37
bs_mno_2_3g_899,3g,2000,mno_2,53.706,-6.3623,37
bs_mno_2_3g_906,3g,2000,mno_2,53.715,-6.3553,33
bs_mno_2_3g_908,3g,2000,mno_2,53.719,-6.354,37
bs_mno_2_3g_923,3g,2000,mno_2,53.72,-6.3406,37
bs_mno_2_3g_931,3g,2000,mno_2,53.711,-6.3354,37
bs_mno_2_3g_943,3g,2000,mno_2,53.725,-6.3181,37
bs_mno_2_3g_944,3g,2000,mno_2,53.598,-6.3177,40
bs_mno_2_3g_950,3g,2000,mno_2,53.692,-6.3149,37
bs_mno_2_3g_954,3g,2000,mno_2,53.645,-6.312,40
bs_mno_2_3g_1067,3g,2000,mno_2,53.639,-6.2564,40
bs_mno_2_3g_1121,3g,2000,mno_2,53.646,-6.2381,40
bs_mno_2_3g_1104,3g,2000,mno_2,53.697,-6.2428,37
bs_mno_2_3g_1169,3g,2000,mno_2,53.617,-6.2143,40
bs_mno_2_3g_1202,3g,2000,mno_2,53.576,-6.1916,40
bs_mno_2_3g_1205,3g,2000,mno_2,53.614,-6.1901,37
bs_mno_2_3g_1216,3g,2000,mno_2,53.609,-6.1815,37
bs_mno_2_3g_1183,3g,2000,mno_2,53.558,-6.2067,40
bs_mno_2_3g_1215,3g,2000,mno_2,53.597,-6.1817,37
bs_mno_2_3g_860,3g,2000,mno_2,53.84,-6.3914,37
bs_mno_2_3g_833,3g,2000,mno_2,53.868,-6.4135,40
bs_mno_2_3g_841,3g,2000,mno_2,53.904,-6.4048,40
bs_mno_2_3g_897,3g,2000,mno_2,53.966,-6.3629,37
bs_mno_2_3g_1069,3g,2000,mno_2,53.368,-6.2557,33
bs_mno_2_3g_1236,3g,2000,mno_2,53.563,-6.1589,40
bs_mno_2_3g_1072,3g,2000,mno_2,53.347,-6.254,33
bs_mno_2_3g_1073,3g,2000,mno_2,53.339,-6.2538,33
